reviewText,Sentiment,AspectTerms
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,positive,FOOD-QUALITY
"But nonetheless--great spot, great food.",positive,FOOD-QUALITY
Great Indian food and the service is incredible.,positive,SERVICE-GENERAL
Couldnt not use it.,negative,LAPTOP-USABILITY
"I plugged it into my existing printers and it just worked, no fuss no muss.",positive,LAPTOP-CONNECTIVITY
"Battery life is above average, and it charges quickly.",positive,BATTERY-OPERATION_PERFORMANCE
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",positive,LAPTOP-DESIGN_FEATURES
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",positive,SOFTWARE-MISCELLANEOUS
I have had it for almost four years now and I have only had a few problems with it.,positive,LAPTOP-QUALITY
"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",positive,LAPTOP-GENERAL
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,positive,BATTERY-OPERATION_PERFORMANCE
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,positive,OS-USABILITY
Highly impressed from the decor to the food to the hospitality to the great night I had!,positive,SERVICE-GENERAL
"Also it is very good for college students who just need a reliable, easy to use computer.",positive,LAPTOP-USABILITY
It is in the best condition and has a really high quality.,positive,LAPTOP-QUALITY
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",positive,LAPTOP-GENERAL
Good laptop for the money.,neutral,LAPTOP-PRICE
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",positive,AMBIENCE-GENERAL
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",negative,DISPLAY-QUALITY
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,neutral,RESTAURANT-MISCELLANEOUS
"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.",positive,LAPTOP-USABILITY
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",positive,FOOD-QUALITY
Just go to Yamato and order the Red Dragon Roll.,positive,FOOD-QUALITY
I'm really impressed with the quality and performance for the price of the computer.,positive,LAPTOP-OPERATION_PERFORMANCE
I was speechless by the horrible food.,negative,FOOD-QUALITY
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,negative,LAPTOP-GENERAL
but after i got used to it i love it.,positive,LAPTOP-DESIGN_FEATURES
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",negative,SERVICE-GENERAL
I'm not picky - but it was actually gross.,negative,FOOD-QUALITY
I put that free app on for word processing and it works like a charm.,positive,SOFTWARE-OPERATION_PERFORMANCE
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",negative,FOOD-QUALITY
What you are paying for is the environment and the name.,negative,RESTAURANT-PRICES
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes.",negative,SERVICE-GENERAL
I regret buying it before understanding how awful it is to use.,negative,LAPTOP-GENERAL
It immediately recognized the printer and was ready to go.,positive,LAPTOP-CONNECTIVITY
We ate at this Thai place following the reviews but very unhappy with the foods.,negative,FOOD-QUALITY
bottles of wine are cheap and good.,positive,DRINKS-PRICES
"THEN, one month after the warranty expired, the replacement charger went.",negative,POWER_SUPPLY-MISCELLANEOUS
i just love this ultrabook,positive,LAPTOP-GENERAL
They are so realistic I am just speechless.,positive,GRAPHICS-QUALITY
Food is excellent.,positive,FOOD-QUALITY
"Then HP sends it back to me with the hardware screwed up, not able to connect.",negative,SUPPORT-QUALITY
The menu is limited but almost all of the dishes are excellent.,negative,FOOD-STYLE_OPTIONS
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",positive,SOFTWARE-DESIGN_FEATURES
"the spinach is fresh, definately not frozen...",positive,FOOD-QUALITY
I wish the volume could be louder and the mouse didnt break after only a month.,negative,MULTIMEDIA_DEVICES-QUALITY
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",positive,LAPTOP-CONNECTIVITY
If you want something really different than try Jekyll and Hyde.,positive,RESTAURANT-GENERAL
Functions well.,positive,LAPTOP-OPERATION_PERFORMANCE
"Screen is crystal clear, yes it's small - but it's a netbook!",positive,DISPLAY-QUALITY
DEFINITELY recommended!!!,positive,LAPTOP-GENERAL
it is a great value for what you get.,positive,LAPTOP-GENERAL
"I upgraded it's RAM to 2GB, I am very happy with it.",neutral,MEMORY-DESIGN_FEATURES
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",negative,LAPTOP-OPERATION_PERFORMANCE
They have authentic Indian at amazin prices.,positive,FOOD-QUALITY
Great pizza and fantastic service.,positive,SERVICE-GENERAL
I would not expect this for a $55 dinner.,negative,FOOD-QUALITY
The menu is limited but almost all of the dishes are excellent.,positive,FOOD-QUALITY
"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",negative,LAPTOP-OPERATION_PERFORMANCE
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",positive,SERVICE-GENERAL
These are overpriced and you can get better just around the corner:,negative,FOOD-QUALITY
"But other than that, I really am loving the quality and speed.",positive,LAPTOP-QUALITY
food was luke warm.,negative,FOOD-QUALITY
It has met all my needs.,positive,LAPTOP-GENERAL
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,positive,FOOD-QUALITY
"The bread was stale, the salad was overpriced and empty.",negative,FOOD-STYLE_OPTIONS
"Most everything is fine with this machine: speed, capacity, build.",positive,LAPTOP-OPERATION_PERFORMANCE
its very fast and very light.,positive,LAPTOP-OPERATION_PERFORMANCE
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,positive,RESTAURANT-GENERAL
The owner and staff are all Japanese as well and that adds to the entire ambiance.,positive,RESTAURANT-MISCELLANEOUS
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive,FOOD-STYLE_OPTIONS
the drinks are amazing and half off till 8pm.,positive,DRINKS-QUALITY
We had a very nice time.,positive,RESTAURANT-GENERAL
The service was the only thing good about this restaurant.,negative,RESTAURANT-GENERAL
tons of bloatware and junk programs.,negative,SOFTWARE-GENERAL
"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",positive,DISPLAY-QUALITY
"The screen takes some getting use to, because it is smaller than the laptop.",neutral,DISPLAY-DESIGN_FEATURES
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,negative,KEYBOARD-OPERATION_PERFORMANCE
The design and atmosphere is just as good.,positive,AMBIENCE-GENERAL
"Aside from the trial software and the short battery life, lack of a webcam, its great.",positive,LAPTOP-GENERAL
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,positive,LAPTOP-CONNECTIVITY
It just works flawlessly!,positive,LAPTOP-OPERATION_PERFORMANCE
Best drumsticks over rice and sour spicy soup in town!,positive,FOOD-QUALITY
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",positive,LAPTOP-DESIGN_FEATURES
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",neutral,FOOD-STYLE_OPTIONS
Im glad that it has such great features in it.,positive,LAPTOP-DESIGN_FEATURES
Slightly on the pricey side but worth it!,positive,RESTAURANT-GENERAL
The only thing i can say is that the touch pad doesnt work like it should all the time.,negative,MOUSE-OPERATION_PERFORMANCE
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",neutral,SERVICE-GENERAL
They even scoop it out nice (for those on a diet) not too much not to little.,positive,FOOD-STYLE_OPTIONS
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,negative,PORTS-QUALITY
"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.",positive,LAPTOP-GENERAL
It WORKS!,positive,LAPTOP-OPERATION_PERFORMANCE
I can't remember the last time I had such gross food in New York.,negative,FOOD-QUALITY
Great staff.,positive,SERVICE-GENERAL
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",positive,BATTERY-OPERATION_PERFORMANCE
"Everything was wonderful; food, drinks, staff, mileau.",positive,SERVICE-GENERAL
The unibody design is edgy and durable.,positive,LAPTOP-QUALITY
Great labtop..,positive,LAPTOP-GENERAL
Good bye BLUE SCREEN and Critical errors!!!!,positive,LAPTOP-OPERATION_PERFORMANCE
for the price this is a super product out of the box.,positive,LAPTOP-GENERAL
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,negative,LAPTOP-USABILITY
"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",positive,LAPTOP-GENERAL
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,negative,SUPPORT-QUALITY
The tuna and wasabe potatoes are excellent.,positive,FOOD-QUALITY
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",positive,OS-USABILITY
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,negative,FOOD-QUALITY
The only problems are the sound isnt very loud I have to wear headphones.,negative,MULTIMEDIA_DEVICES-QUALITY
